ID,Statistical weight (single-year data files),Age of youngest household child < 18,Age,Sex,Educational attainment,Race,Hispanic origin,Metropolitan status,Labor force status,Multiple job status,Full time or part time status,School Enrollment,School Level,Presence of spouse,Spouse¡¯s employment status,Weekly earnings,Number of children < 18 living in the household,Spouse¡¯s full time or part time employment status,Usual weekly hours of work (total),Day of week,Holiday
2.01701E+13,7791008,-1,71,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,21150,0,Blank,24,Wednesday,Diary day was not a holiday
2.01701E+13,1.69E+07,-1,80,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,2937971,4,33,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Employed,-1,2,Full time,20,Sunday,Diary day was not a holiday
2.01701E+13,5387093,-1,80,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,5086728,13,60,Male,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,Yes,Full time,Blank,Blank,Spouse present,Employed,65200,1,Full time,45,Monday,Diary day was not a holiday
2.01701E+13,5312697,-1,22,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,30,Sunday,Diary day was not a holiday
2.01701E+13,5315323,16,48,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Employed,89600,1,Full time,32,Saturday,Diary day was not a holiday
2.01701E+13,8657150,-1,64,Female,7th or 8th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,7374483,1,23,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,30000,2,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,1308474,-1,66,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.42E+07,-1,70,Male,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,1343310,-1,65,Female,"Professional school degree (MD, DDS, DVM, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,25000,0,Full time,20,Sunday,Diary day was not a holiday
2.01701E+13,1.04E+07,15,45,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,-1,1,Full time,40,Wednesday,Diary day was not a holiday
2.01701E+13,3410901,2,42,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288461,2,Blank,50,Sunday,Diary day was not a holiday
2.01701E+13,2598342,6,37,Female,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,150000,2,Full time,38,Saturday,Diary day was not a holiday
2.01701E+13,7746586,-1,69,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3042306,1,30,Female,Associate degree - academic program,5,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,1,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,5135680,-1,56,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,56000,0,Blank,48,Monday,Diary day was not a holiday
2.01701E+13,1E+07,-1,65,Female,11th grade,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3429111,-1,59,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,4134894,-1,65,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,100000,0,Part time,40,Sunday,Diary day was not a holiday
2.01701E+13,1704691,-1,59,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,50000,0,Blank,24,Sunday,Diary day was not a holiday
2.01701E+13,3299816,-1,80,Female,10th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1250042,10,32,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,27692,2,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,7006535,4,45,Male,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,192307,2,Full time,50,Tuesday,Diary day was not a holiday
2.01701E+13,1782778,-1,62,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - absent,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,32000,0,Blank,32,Saturday,Diary day was not a holiday
2.01701E+13,3583816,4,42,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,190384,1,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,8194629,-1,76,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,6298962,1,56,Female,High school graduate - diploma or equivalent (GED),4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,260000,2,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,1.61E+07,-1,52,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,36750,0,Full time,35,Monday,Diary day was not a holiday
2.01701E+13,4693444,6,36,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Unmarried partner present,Employed,-1,3,Full time,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.01E+07,2,40,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,2,Full time,-1,Tuesday,Diary day was not a holiday
2.01701E+13,1.64E+07,9,15,Female,9th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,3767058,0,38,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,73500,3,Full time,35,Sunday,Diary day was not a holiday
2.01701E+13,5128895,-1,65,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,173076,0,Part time,40,Sunday,Diary day was not a holiday
2.01701E+13,7538198,-1,63,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,5352715,3,39,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Not identified,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,84000,3,Full time,40,Wednesday,Diary day was not a holiday
2.01701E+13,6846744,3,61,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,125000,1,Blank,50,Tuesday,Diary day was not a holiday
2.01701E+13,1974839,-1,69,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,7110501,6,22,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,75000,1,Blank,48,Sunday,Diary day was not a holiday
2.01701E+13,1.2E+07,-1,28,Male,"Bachelor's degree (BA, AB, BS, etc.)",8,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,155769,0,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,2315491,-1,59,Female,12th grade - no diploma,2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,20000,0,Blank,27,Sunday,Diary day was not a holiday
2.01701E+13,4315214,-1,65,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,0,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,7679124,-1,66,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Not employed,288461,0,Blank,45,Sunday,Diary day was not a holiday
2.01701E+13,1653208,-1,63,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.14E+07,1,45,Female,9th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Unmarried partner present,Employed,-1,3,Full time,-1,Sunday,Diary day was not a holiday
2.01701E+13,4883162,-1,53,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,50000,0,Blank,48,Tuesday,Diary day was not a holiday
2.01701E+13,8201944,-1,36,Female,Associate degree - academic program,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,49000,0,Full time,40,Friday,Diary day was not a holiday
2.01701E+13,2690726,6,49,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,153846,1,Full time,45,Sunday,Diary day was not a holiday
2.01701E+13,4854644,-1,70,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,20,Wednesday,Diary day was not a holiday
2.01701E+13,2652141,-1,57,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,96153,0,Full time,30,Sunday,Diary day was not a holiday
2.01701E+13,1.73E+07,-1,61,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,3.26E+07,-1,32,Male,12th grade - no diploma,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Unmarried partner present,Employed,40000,0,Full time,46,Monday,Diary day was not a holiday
2.01701E+13,5079975,8,40,Female,7th or 8th grade,1,Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Not employed,30000,1,Blank,32,Sunday,Diary day was not a holiday
2.01701E+13,6531480,-1,43,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,236538,0,Blank,50,Tuesday,Diary day was not a holiday
2.01701E+13,4096253,9,35,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,92307,1,Blank,45,Sunday,Diary day was not a holiday
2.01701E+13,3625063,13,36,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,106680,1,Blank,40,Tuesday,Diary day was not a holiday
2.01701E+13,2710424,12,22,Female,Some college but no degree,6,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,2.45E+07,-1,56,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,-1,0,Full time,32,Wednesday,Diary day was not a holiday
2.01701E+13,1.43E+07,-1,65,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3069801,8,45,Female,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,117880,2,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,1.83E+07,-1,27,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Non-metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,7364358,-1,56,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,9306542,-1,28,Female,"Doctoral degree (PhD, EdD, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,220000,0,Blank,40,Thursday,Diary day was not a holiday
2.01701E+13,1.6E+07,-1,32,Female,"Professional school degree (MD, DDS, DVM, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,119230,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,1242611,-1,69,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,5790467,-1,80,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3420845,-1,31,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,153846,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,9214630,-1,52,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Unmarried partner present,Employed,21300,0,Full time,20,Saturday,Diary day was not a holiday
2.01701E+13,5343884,-1,64,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,278846,0,Blank,45,Monday,Diary day was not a holiday
2.01701E+13,1.58E+07,1,26,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,64800,2,Full time,40,Friday,Diary day was not a holiday
2.01701E+13,1735964,-1,79,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.93E+07,-1,74,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,1943664,-1,66,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,61538,0,Blank,44,Saturday,Diary day was not a holiday
2.01701E+13,2154483,3,32,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,91300,1,Full time,-4,Sunday,Diary day was not a holiday
2.01701E+13,8071969,3,63,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Employed,-1,1,Full time,-1,Tuesday,Diary day was not a holiday
2.01701E+13,5535002,-1,64,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
